Name,Website,Phone,WhatsApp,Address,Map,Description,Category,Images
ابو الحسن,,"0100-3629-525
0122-0401-061",,"ش التروللى, المرج, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%AD%D8%B3%D9%86/332127?position=104&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو الحسن,,"02-3335-4664
0101-4609-097",,"47 ش الزهراء تقاطع ش يثرب, الدقى, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%AD%D8%B3%D9%86/566913?position=105&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم ايطالية,
ابو الخير,,"17148
0120-3222-190",https://web.whatsapp.com/send?phone=+201203333554,"308 أ ش الثروة المعدنية, حدائق الاهرام, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%AE%D9%8A%D8%B1/612505?position=106&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مخابز ومعجنات وحلوى محلات,
ابو الدهب,,"02-2294-5594
0106-6916-681",,"117 ش العشرين, عين شمس الشرقية, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%AF%D9%87%D8%A8/318243?position=107&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو الدهب,,050-4901-773,,"ش احمد عرابى, ميت غمر, الدقهلية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%AF%D9%87%D8%A8/340769?position=108&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو الدهب,,"0128-1732-782
0111-8866-729",,"18 ش الثلاثينى, الطالبية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%AF%D9%87%D8%A8/307709?position=109&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو الذهب,,0122-1021-777,,"سور نادى المؤسسة - ميدان المؤسسة, شبرا الخيمة, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B0%D9%87%D8%A8/248561?position=110&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
ابو السيد,,0100-4789-790,,"ش التحرير, ابو كبير, الشرقية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B3%D9%8A%D8%AF/329928?position=111&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ابو الشام,,0100-7750-771,,"7 ش قدرى, السيدة زينب, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B4%D8%A7%D9%85/409387?position=112&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو الشام,,02-3835-0085,,"ابراج الاردنية - - الحى السابع , السادس من اكتوبر, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B4%D8%A7%D9%85/214243?position=113&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,بيتزا,
ابو الشام,,"057-2554-180
0106-4921-296",,"السوق العمومى, رأس البر, دمياط.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B4%D8%A7%D9%85/352524?position=114&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابو الشامية,,"02-3686-2550
0100-3050-257",,"المجاورة الخامسة, الحى 12, السادس من اكتوبر, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%8A%D8%A9/359427?position=115&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مخابز ومعجنات وحلوى محلات,
ابو الشهيد محمود,,0128-5783-089,,"ش الملكة, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B4%D9%87%D9%8A%D8%AF-%D9%85%D8%AD%D9%85%D9%88%D8%AF/342862?position=116&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو العربى,,"0111-7125-698
0100-5826-684",,"10 ش زهنى, الظاهر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%89/354030?position=117&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو العربى للماكولات البحرية,,"0121-0948-888
02-2810-5528",,"القطعة 100 ش مجمع البنوك, متفرع من ش التسعين, التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%89-%D9%84%D9%84%D9%85%D8%A7%D9%83%D9%88%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9/635465?position=118&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو العز,,"02-2532-1515
0100-5162-200",,"117 ش بورسعيد, السيدة زينب, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B9%D8%B2/61409?position=119&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو العز,,"066-3427-143
0122-9852-567",,"ش الجمهورية, بور فؤاد, بور سعيد.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B9%D8%B2/380172?position=120&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو العلا,,"055-3510-180
0100-1799-821",,"ش سعد زغلول, ابو كبير, الشرقية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B9%D9%84%D8%A7/332119?position=121&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,ايس كريم والبان,
ابو الفتوح للمشويات,,"0128-6085-328
0127-7005-382
0100-4641-101",,"ش الهانوفيل, الهانوفيل, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D9%81%D8%AA%D9%88%D8%AD-%D9%84%D9%84%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA/227939?position=122&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو الفطاير,,"02-2505-1028
02-2505-6889",,"ش 9, المقطم, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D9%81%D8%B7%D8%A7%D9%8A%D8%B1/272987?position=123&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فطير,
ابو الليل,,"0127-1835-225
0100-3713-665",,"ش المنزل متفرع من ش المنصورية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D9%84%D9%8A%D9%84/381471?position=124&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو المراسى,,"0112-1368-510
0114-8231-761",,"96 ش المنيل, المنيل, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D8%B3%D9%89/502790?position=125&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ابو المهدى,,"0122-9084-300
0101-0551-001",,"17 ش على عبد العزيز متفرع من ش فايدة كامل, البساتين, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D9%85%D9%87%D8%AF%D9%89/225800?position=126&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو النجا,,0100-1464-505,,"ش حسن ابو النجا, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D9%86%D8%AC%D8%A7/406935?position=127&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فول وطعمية,
ابو الهنا نت كافيىة,,0112-2991-135,,"3 ش النور, الحوامدية, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D9%87%D9%86%D8%A7-%D9%86%D8%AA-%D9%83%D8%A7%D9%81%D9%8A%D9%89%D8%A9/604808?position=128&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,انترنت كافية,
ابو اليزيد,,"02-3314-4575
0112-5868-245
02-3310-2625",,"11 ش عسران عبد النعيم, متفرع من ش ترعة السواحل, امبابة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D9%8A%D8%B2%D9%8A%D8%AF/128834?position=129&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو امين,,0127-6444-544,,"ش الخلفاء الراشدين, سقالة, الغردقة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%85%D9%8A%D9%86/246554?position=130&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو ايمن,,"02-3385-8109
02-3386-7777",,"ش على شيحة, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%8A%D9%85%D9%86/399638?position=131&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو اية,,"0111-5211-767
0127-5269-837",,"ش ترعة الشابورى, شبرا الخيمة, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A7%D9%8A%D8%A9/281449?position=132&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو باسم,,0128-9595-067,,"ش السكة الحديد - عرب غنيم, حلوان, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A8%D8%A7%D8%B3%D9%85/291566?position=133&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو بكر الصديق,,0114-2214-312,,"ش مؤسسة الزكاة, المرج, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A8%D9%83%D8%B1-%D8%A7%D9%84%D8%B5%D8%AF%D9%8A%D9%82/341414?position=134&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو بكر الصديق,,0100-3671-152,,"ش ابو بكر الصديق, الزاوية الحمراء, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A8%D9%83%D8%B1-%D8%A7%D9%84%D8%B5%D8%AF%D9%8A%D9%82/402313?position=135&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو بلاسى,,055-3502-220,,"ش مصطفى كامل ميدان المحطة, ابو كبير, الشرقية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%A8%D9%84%D8%A7%D8%B3%D9%89/332564?position=136&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو جاسر,,02-2592-9281,,"33 ش الجيش, الجمالية, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AC%D8%A7%D8%B3%D8%B1/324901?position=137&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو جاسر,,0122-3554-340,,"حارة حسنى بك, السيدة زينب, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AC%D8%A7%D8%B3%D8%B1/414951?position=138&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابو جالى,,02-3780-7924,,"19 ش حسن محمد, حسن محمد, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AC%D8%A7%D9%84%D9%89/398927?position=139&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو جامع,,03-5355-819,,"ش 20 متفرع من ش 45, العصافرة قبلى, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AC%D8%A7%D9%85%D8%B9/252155?position=140&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مخابز ومعجنات وحلوى محلات,
ابو جبريل تيك اواى,,"0111-8234-242
0109-1070-250",,"55 ش جسر البحر, شبرا, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AC%D8%A8%D8%B1%D9%8A%D9%84-%D8%AA%D9%8A%D9%83-%D8%A7%D9%88%D8%A7%D9%89/435347?position=141&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابو جبيل للعصائر,,0112-6206-822,,"137 ش ترعة الزمر, المنيب, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AC%D8%A8%D9%8A%D9%84-%D9%84%D9%84%D8%B9%D8%B5%D8%A7%D8%A6%D8%B1/501710?position=142&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابو جمال,,"0122-5504-214
0102-4728-279",,"64 ش الخصوص العمومى, الخصوص, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AC%D9%85%D8%A7%D9%84/288926?position=143&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,بيتزا,
ابو حازم للمشويات,,03-5274-516,,"., ميدان الساعة, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%A7%D8%B2%D9%85-%D9%84%D9%84%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA/301028?position=144&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو حبيبة,,"0106-3877-111
0109-2045-714",,"130 مساكن الدلتا 2 -, مدينة السلام, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%A8%D9%8A%D8%A8%D8%A9/391645?position=145&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابو حجاج,,0106-5208-360,,"بلوك 13 - مساكن الاسكندرية -, المقطم, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%AC%D8%A7%D8%AC/273845?position=146&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو حربى,,0122-0213-378,,"52 كورنيش النيل, المعصرة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%B1%D8%A8%D9%89/454720?position=147&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابو حربى,,"0103-3050-049
0103-3050-043",,"ابراج الامريكية، المحور المركزى, الحى الاول, السادس من اكتوبر, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%B1%D8%A8%D9%89/622082?position=148&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فطير,
ابو حسام,,0122-7675-845,,"12 ش اسامة ابو عميرة, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%B3%D8%A7%D9%85/245918?position=149&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فول وطعمية,
ابو حسان,,02-2395-9882,,"61 ش مجلس الامة, السيدة زينب, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%B3%D8%A7%D9%86/369867?position=150&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,كشري,
ابو حسن,,"0100-1539-346
0114-5703-475",,"4 ش الجمهورية, حدائق المعادى, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%B3%D9%86/501466?position=151&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فول وطعمية,
ابو حسن,,"02-3384-4243
0100-1391-931",,"60 ش ترسا, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%B3%D9%86/323642?position=152&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو حسن,,0115-7141-786,,"ش حمد ياسين, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%B3%D9%86/407178?position=153&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو حسين الشرقاوى,,"0100-9206-120
0122-7090-681",,"209 ش مؤسسة الزكاة, المرج, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D8%B3%D9%8A%D9%86-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%89/304630?position=154&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم مصرية,
ابو حلا السورى,,"0101-6510-567
03-4263-695",,"115 عمارات تعاونيات سموحة - , سموحة, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%84%D8%A7-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%89/582399?position=155&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم عالمية,
ابو حلاوة,,0100-7144-325,,"ش التحرير, ابو كبير, الشرقية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%84%D8%A7%D9%88%D8%A9/329973?position=156&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو حمادة,,"02-3737-0868
0122-4747-107",,"الطريق الابيض, ارض اللواء, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%85%D8%A7%D8%AF%D8%A9/269852?position=157&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو حمامة,,0115-4445-127,,"121 ش ابراهيم عبد الرازق, عين شمس الشرقية, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%85%D8%A7%D9%85%D8%A9/472207?position=158&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مخابز ومعجنات وحلوى محلات,
ابو حمزة,,0122-4344-007,,"ش المطبعة, شبرا الخيمة, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%85%D8%B2%D8%A9/249423?position=159&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,ايس كريم والبان,
ابو حمزة للبيتزا والفطائر,,0115-1676-212,,"26 ش سعد امام, الطالبية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%85%D8%B2%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%AA%D8%B2%D8%A7-%D9%88%D8%A7%D9%84%D9%81%D8%B7%D8%A7%D8%A6%D8%B1/639047?position=160&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,فطير,
ابو حمزة للمشويات,,0120-1733-119,,"1155 ش هادى جوهر, الحى الاول, المقطم, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%85%D8%B2%D8%A9-%D9%84%D9%84%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA/640720?position=161&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو حميد,,0122-4544-758,,"5 ش 18, جسر السويس, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%85%D9%8A%D8%AF/262009?position=162&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو حنان للبيتزا والفطائر,,0114-9020-121,,"6 ش عمر بن الخطاب - المنيرة الغربية, امبابة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%86%D8%A7%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%AA%D8%B2%D8%A7-%D9%88%D8%A7%D9%84%D9%81%D8%B7%D8%A7%D8%A6%D8%B1/573138?position=163&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,بيتزا,
ابو حنفى,,0111-9838-184,,"6 ش جمعة عضيم, دار السلام, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%86%D9%81%D9%89/330011?position=164&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مخابز ومعجنات وحلوى محلات,
ابو حنفى الكبابجى,,0102-0454-196,,"عمارة 109مدينة عباد الرحمن, زهراء المعادى, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%86%D9%81%D9%89-%D8%A7%D9%84%D9%83%D8%A8%D8%A7%D8%A8%D8%AC%D9%89/624869?position=165&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو حيدر,,02-2257-0871,,"13 ش ابراهيم اللقانى, روكسى, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AD%D9%8A%D8%AF%D8%B1/69384?position=166&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابو خالد الحريف,,03-3580-626,,"12 ش جمال عبد الناصر ميدان فيكتوريا, سيدى بشر, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AE%D8%A7%D9%84%D8%AF-%D8%A7%D9%84%D8%AD%D8%B1%D9%8A%D9%81/247372?position=167&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو خليل,,0100-5128-249,,"1 ش جميلة بوحريد, فيكتوريا, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AE%D9%84%D9%8A%D9%84/301942?position=168&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابو درش,,"02-3563-4853
0127-6471-883",,"104 ش ترعة الزمر, العمرانية الغربية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AF%D8%B1%D8%B4/306357?position=169&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو دقة,,"02-2267-6080
0109-5000-003",,"عمارات صقر قريش, مساكن شيراتون, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AF%D9%82%D8%A9/575417?position=170&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم شعبية,
ابو دنيا تيك اواى,,0102-7937-348,,"30 ش ترعة الجلاد, الزاوية الحمراء, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%AF%D9%86%D9%8A%D8%A7-%D8%AA%D9%8A%D9%83-%D8%A7%D9%88%D8%A7%D9%89/566044?position=171&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
ابو رامز السورى,,0114-7229-076,,"16 ش محمد رضا, حدائق المعادى, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%B1%D8%A7%D9%85%D8%B2-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%89/673556?position=172&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو رامى,,0128-7513-552,,"ش الشيخ مفتاح, البساتين, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%B1%D8%A7%D9%85%D9%89/371467?position=173&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,عصير,
ابو راوية,,"03-3010-100
03-3010-101
0128-3010-101",,"طريق العجمى الرئيسى, العجمى, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%B1%D8%A7%D9%88%D9%8A%D8%A9/53883?position=174&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
ابو ربيع,,0114-4930-548,,"ش العاشر من رمضان, الزاوية الحمراء, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%B1%D8%A8%D9%8A%D8%B9/402832?position=175&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
ابو ربيع,,"02-3720-2541
0122-4845-692
0100-5179-399",,"2 ش سيد عبد الرحمن, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8%D9%88-%D8%B1%D8%A8%D9%8A%D8%B9/342845?position=176&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
